Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Value
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6726","Organic soils","2014","2014","16.548"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6726","Organic soils","2015","2015","15.2242"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6726","Organic soils","2016","2016","65.5301"
"GI","Burning - Biomass","100","India","724411","Emissions (CO2eq) from CH4 (Burning biomass)","6726","Organic soils","2017","2017","65.5301"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2000","2000","8.7037"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2001","2001","1.2904"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2002","2002","0"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2003","2003","21.9373"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2004","2004","2.5809"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2005","2005","0"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2006","2006","6.4521"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2007","2007","1.2904"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2008","2008","1.2904"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2009","2009","3.8713"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2010","2010","11.6139"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2011","2011","14.1947"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2012","2012","9.033"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2013","2013","28.3895"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2014","2014","64.5216"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2015","2015","59.3598"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2016","2016","255.5068"
"GI","Burning - Biomass","100","India","719411","Emissions (CO2) (Burning biomass)","6726","Organic soils","2017","2017","255.5068"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2000","2000","11.253"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2001","2001","1.6679"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2002","2002","0"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2003","2003","28.3541"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2004","2004","3.3358"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2005","2005","0"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2006","2006","8.3394"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2007","2007","1.6679"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2008","2008","1.6679"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2009","2009","5.0037"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2010","2010","15.011"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2011","2011","18.3468"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2012","2012","11.6752"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2013","2013","36.6936"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2014","2014","83.3946"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2015","2015","76.7229"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2016","2016","330.2439"
"GI","Burning - Biomass","100","India","723111","Emissions (CO2eq) (Burning biomass)","6726","Organic soils","2017","2017","330.2439"
